strain	date
hCoV-19/HongKong/HK-HKPU-PUN683708816/2022	2022-08-28
hCoV-19/HongKong/HK-HKPU-PUN386459226/2022	2022-08-28
hCoV-19/HongKong/HK-HKPU-PUN385766710/2022	2022-08-28
hCoV-19/HongKong/HK-HKPU-PUN517017914/2022	2022-08-25
hCoV-19/HongKong/HK-HKPU-PUN521590879/2022	2022-08-25
hCoV-19/HongKong/VK22275569/2022	2022-10-17
hCoV-19/HongKong/VK22275046/2022	2022-10-17
hCoV-19/HongKong/VK22267923/2022	2022-09-06
hCoV-19/HongKong/VK22264415/2022	2022-09-16
hCoV-19/HongKong/HK-HKPU-PUN683680644/2022	2022-09-03
hCoV-19/HongKong/VK22265366/2022	2022-09-15
hCoV-19/HongKong/VK22266097/2022	2022-09-11
hCoV-19/HongKong/HK-HKPU-PUN527134174/2022	2022-09-12
hCoV-19/HongKong/HK-HKPU-PUN523785545/2022	2022-09-12
hCoV-19/HongKong/HK-HKPU-PUN527133992/2022	2022-09-12
hCoV-19/HongKong/HK-HKPU-PUN525830297/2022	2022-09-11
hCoV-19/HongKong/HK-HKPU-PUN525830556/2022	2022-09-11
hCoV-19/HongKong/HK-HKPU-PUN684504025/2022	2022-09-11
hCoV-19/HongKong/HK-HKPU-PUN527195513/2022	2022-09-10
hCoV-19/HongKong/HK-HKPU-PUN524359426/2022	2022-09-09
hCoV-19/HongKong/HK-HKPU-PUN522278445/2022	2022-09-09
hCoV-19/HongKong/HK-HKPU-PUN523845718/2022	2022-09-08
hCoV-19/HongKong/HK-HKPU-PUN523894549/2022	2022-09-08
hCoV-19/HongKong/HK-HKPU-PUN519707950/2022	2022-09-07
hCoV-19/HongKong/HK-HKPU-PUN525531079/2022	2022-09-06
hCoV-19/HongKong/HK-HKPU-PUN526715882/2022	2022-09-05
hCoV-19/HongKong/HK-HKPU-PUN526719764/2022	2022-09-05
hCoV-19/HongKong/HK-HKPU-PUN527201386/2022	2022-09-05
hCoV-19/HongKong/HK-HKPU-PUN386866271/2022	2022-09-03
hCoV-19/HongKong/HK-HKPU-PUN523868750/2022	2022-09-03
hCoV-19/HongKong/HK-HKPU-PUN522071018/2022	2022-09-03
hCoV-19/HongKong/HK-HKPU-PUN523656370/2022	2022-09-03
hCoV-19/HongKong/HK-HKPU-PUN511668204/2022	2022-08-29
hCoV-19/HongKong/HK-HKPU-PUN525098006/2022	2022-08-26
hCoV-19/HongKong/HK-HKPU-PUN525042442/2022	2022-09-03
hCoV-19/HongKong/HK-HKPU-PUN522714164/2022	2022-09-03
hCoV-19/HongKong/HK-HKPU-PUN519042088/2022	2022-09-02
hCoV-19/HongKong/HK-HKPU-PUN521771385/2022	2022-08-31
hCoV-19/HongKong/HK-HKPU-PUN519919036/2022	2022-08-30
hCoV-19/HongKong/HK-HKPU-PUN520467658/2022	2022-08-29
hCoV-19/HongKong/HK-HKPU-PUN520193450/2022	2022-08-27
hCoV-19/HongKong/HK-HKPU-PU22MM116577/2022	2022-09-05
hCoV-19/HongKong/HK-HKPU-PU22MM116570/2022	2022-09-05
hCoV-19/HongKong/HK-HKPU-PU22MM115738/2022	2022-09-04
hCoV-19/HongKong/HK-HKPU-PU22MM596519/2022	2022-09-06
hCoV-19/HongKong/HK-HKPU-PU22MB658185/2022	2022-09-03
hCoV-19/HongKong/HK-HKPU-PU22MB656413/2022	2022-08-31
hCoV-19/HongKong/HK-HKPU-PUN522710274/2022	2022-09-03
hCoV-19/HongKong/HK-HKPU-PUN522711203/2022	2022-09-02
hCoV-19/HongKong/HK-HKPU-PUN526724849/2022	2022-09-02
hCoV-19/HongKong/HK-HKPU-PUN520460920/2022	2022-09-01
hCoV-19/HongKong/HK-HKPU-PUN521767175/2022	2022-08-31
hCoV-19/HongKong/HK-HKPU-PUN519291002/2022	2022-08-28
hCoV-19/HongKong/HK-HKPU-PUN52130065A/2022	2022-08-27
hCoV-19/HongKong/HK-HKPU-PUN38384482A/2022	2022-08-25
hCoV-19/HongKong/HK-HKPU-PU22MV047132/2022	2022-08-30
hCoV-19/HongKong/HK-HKPU-PU22MV046989/2022	2022-08-29
hCoV-19/HongKong/HK-HKPU-PU22MV046976/2022	2022-08-29
hCoV-19/HongKong/HK-HKPU-PU22MB656439/2022	2022-08-31
hCoV-19/HongKong/HK-HKPU-PU22MB655561/2022	2022-08-30
hCoV-19/HongKong/HK-HKPU-PU22MB266508/2022	2022-08-30
hCoV-19/HongKong/HK-HKPU-PU22MB266397/2022	2022-08-30
hCoV-19/HongKong/HK-HKPU-PU22MV672933/2022	2022-08-25
hCoV-19/HongKong/HK-HKPU-PUN527843345/2022	2022-09-17
hCoV-19/HongKong/HK-HKPU-PUN386822495/2022	2022-09-16
hCoV-19/HongKong/HKU-744/2022	2022-10-17
hCoV-19/HongKong/HKU-704/2022	2022-10-08
hCoV-19/HongKong/HKU-679/2022	2022-10-03
hCoV-19/HongKong/HKU-647/2022	2022-09-25
hCoV-19/HongKong/HKU-616/2022	2022-09-19
hCoV-19/HongKong/HKU-602/2022	2022-09-13
hCoV-19/HongKong/HKU-591/2022	2022-09-09
hCoV-19/HongKong/HKU-581/2022	2022-09-06
hCoV-19/HongKong/HKU-576/2022	2022-08-26
hCoV-19/HongKong/HKU-575/2022	2022-08-26
hCoV-19/HongKong/HKU-568/2022	2022-08-25
hCoV-19/HongKong/HK-HKPU-PUN385386608/2022	2022-10-12
hCoV-19/HongKong/HK-HKPU-PUN533372146/2022	2022-09-29
hCoV-19/HongKong/HK-HKPU-PUN521040569/2022	2022-09-25
hCoV-19/HongKong/HK-HKPU-PUN526138230/2022	2022-09-18
hCoV-19/HongKong/HK-HKPU-PUN522572009/2022	2022-09-22
hCoV-19/HongKong/HK-HKPU-PUN528787503/2022	2022-09-17
hCoV-19/HongKong/HK-HKPU-PUN525347618/2022	2022-09-18
hCoV-19/HongKong/HKU-231211-002/2022	2022-09-05
hCoV-19/HongKong/HKU-231211-003/2022	2022-09-11
hCoV-19/HongKong/HKU-231211-004/2022	2022-10-03
hCoV-19/HongKong/HKU-231211-005/2022	2022-10-19
hCoV-19/HongKong/HKU-231211-006/2022	2022-10-23
hCoV-19/HongKong/HKU-231211-007/2022	2022-10-30
hCoV-19/HongKong/HKU-231211-008/2022	2022-11-14
hCoV-19/HongKong/HKU-231211-010/2022	2022-11-27
hCoV-19/HongKong/HKU-231211-025/2022	2022-09-09
hCoV-19/HongKong/HKU-231211-026/2022	2022-09-26
hCoV-19/HongKong/HKU-231211-027/2022	2022-10-01
hCoV-19/HongKong/HKU-231211-030/2022	2022-10-25
hCoV-19/HongKong/HKU-231211-031/2022	2022-11-01
hCoV-19/HongKong/HKU-231211-032/2022	2022-11-10
hCoV-19/HongKong/HKU-231211-033/2022	2022-11-15
hCoV-19/HongKong/HKU-231211-034/2022	2022-11-19
hCoV-19/HongKong/HKU-231211-035/2022	2022-11-25
hCoV-19/HongKong/HKU-231211-036/2022	2022-12-02
hCoV-19/HongKong/HKU-231211-038/2022	2022-12-21
hCoV-19/HongKong/HKU-231211-028/2022	2022-10-07
hCoV-19/HongKong/CUHK-NC10942/2022	2022-09-05
hCoV-19/HongKong/CUHK-NC10946/2022	2022-09-07
